scenario_name,scenario_label,info_set_name,info_set_label,policy_name,policy_label,coordinate_name,coordinate_pass,standardized_signals,validation_cumulative_loss,validation_policy_volatility,validation_unstable_episodes,rho_i,feature_names,weight_observed_pi,weight_lagged_observed_pi,weight_observed_output_gap,weight_lagged_observed_output_gap,weight_mean_rstar_gap,weight_mean_productivity_gap,weight_mean_fiscal_gap,weight_mean_inflation_gap,weight_mean_output_gap,weight_stress_probability,weight_stress_entropy,weight_filtered_variance_trace,weight_mean_low_liquidity_gap,weight_mean_mean_mpc_gap
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.02022724196212761,0.0015512217352660854,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.020233669369857772,0.001555950837717774,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.020384257777976332,0.0010164677604071178,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.021098020228688015,0.0017460691811479398,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.021627770871075983,0.00015254368352652286,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.021627918221137847,0.00013074894469632773,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.021650509088368717,8.10539494068765e-05,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.021667588184084832,5.872081025783671e-05,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.02169259203932779,5.4249116925879705e-06,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.02169430168464103,2.977153640027268e-06,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.022062334874588127,0.0010117384447321527,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.022072902258316877,0.0009601717286895397,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.022076511935591236,0.0009294019072215935,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.027189741200575428,0.008731542163775696,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.02723854809743744,0.008714418125812704,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.027306507344389573,0.008735043964060404,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.027306805211939133,0.008733893000196922,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_output_gap,1,1,0.027356608851845498,0.008742170757424995,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,observed_pi,1,1,0.027477521799091888,0.008731360600018626,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.05082743074671192,0.008739278450599556,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.05084596942386051,0.008743029088112943,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_output_gap,1,1,0.05085879171594002,0.008742961373993654,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.05720697096887482,0.008645860334135828,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.05732467304247596,0.008670928707391497,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,linear_observed_information,Линейное правило со стандартизацией: Наблюдаемые переменные,lagged_observed_pi,1,1,0.05734770914854463,0.008607678435459478,0,0.7,observed_pi|lagged_observed_pi|observed_output_gap|lagged_observed_output_gap,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,начальная точка,0,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_rstar_gap,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_productivity_gap,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_fiscal_gap,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,rho_i,1,1,0.0005185128620361623,0.0,0,0.3,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,rho_i,1,1,0.0005185128620361623,0.0,0,0.5,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,rho_i,1,1,0.0005185128620361623,0.0,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,rho_i,1,1,0.0005185128620361623,0.0,0,0.85,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.02163042115672583,0.00013485763997094364,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.021665548631192043,4.5681862295718165e-05,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.021666196875710222,6.075242446695261e-05,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.021694889567372724,1.653939633562191e-06,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.021695919287817104,1.734723475976807e-18,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.027191967677346957,0.00873239798129393,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.02728985312390323,0.00872775851959419,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.02732166274339106,0.008738186014906257,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_inflation_gap,1,1,0.02733680104488951,0.008729065767480502,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,linear_posterior_mean,Линейное правило со стандартизацией: Апостериорное среднее,mean_output_gap,1,1,0.02735652326089836,0.008742566166813672,0,0.7,mean_rstar_gap|mean_productivity_gap|mean_fiscal_gap|mean_inflation_gap|mean_output_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
